"Father_height","Mother_height","Child_height","gender"
"70.50","63.00","70.00","1"
"70.50","63.00","68.50","1"
"70.50","63.00","65.50","0"
"70.50","63.00","63.50","0"
"70.50","63.00","72.50","1"
"70.50","63.00","69.00","1"
"70.50","63.00","67.00","1"
"70.50","63.00","64.50","0"
"70.50","63.00","64.00","0"
"70.00","63.50","71.00","1"
"70.00","63.50","67.50","1"
"70.00","63.50","67.50","0"
"70.00","63.50","63.50","0"
"70.00","63.00","68.00","1"
"70.00","63.00","67.00","1"
"70.00","63.00","63.70","0"
"70.00","63.00","62.00","0"
"70.00","63.00","70.00","1"
"70.00","63.00","66.50","1"
"70.00","63.00","62.00","0"
"70.00","63.00","61.00","0"
"70.50","62.00","72.00","1"
"70.50","62.00","70.00","1"
"70.50","62.00","69.50","1"
"70.50","62.00","69.50","1"
"70.50","62.00","68.00","1"
"70.50","62.00","65.00","0"
"70.50","62.00","64.00","0"
"70.50","62.00","63.00","0"
"70.30","62.70","70.70","1"
"70.30","62.70","69.70","1"
"70.30","62.70","69.20","1"
"70.30","62.70","65.20","1"
"70.30","62.70","64.00","0"
"70.30","62.70","63.50","0"
"70.30","62.70","63.20","0"
"70.50","62.00","72.00","1"
"70.50","62.00","72.00","1"
"70.50","62.00","60.00","0"
"70.00","61.00","71.20","1"
"70.00","61.00","67.00","1"
"70.00","60.00","67.00","1"
"70.00","60.00","64.50","1"
"70.00","60.00","65.00","0"
"70.00","60.00","63.00","0"
"70.00","60.00","65.00","0"
"70.00","60.00","65.00","0"
"70.00","58.50","71.50","1"
"70.00","58.50","64.50","1"
"70.00","58.50","63.00","0"
"70.00","58.00","72.00","1"
"70.00","58.00","66.00","1"
"70.00","58.00","66.00","0"
"70.00","58.00","65.00","0"
"70.00","58.00","63.00","0"
"69.00","68.50","75.00","1"
"69.00","68.50","71.00","1"
"69.00","68.50","70.00","1"
"69.00","68.50","66.00","0"
"69.00","68.50","66.00","0"
"69.00","68.50","65.50","0"
"69.00","68.50","65.00","0"
"69.00","68.50","65.00","0"
"69.00","68.50","64.00","0"
"69.00","68.50","64.00","0"
"69.00","67.00","64.00","0"
"69.00","66.00","73.00","1"
"69.00","66.00","72.00","1"
"69.00","66.00","71.70","1"
"69.00","66.00","71.50","1"
"69.00","66.00","65.50","0"
"69.00","66.00","65.00","0"
"69.00","66.00","62.70","0"
"69.00","66.00","62.50","0"
"69.00","66.00","71.20","1"
"69.00","66.00","71.00","1"
"69.00","66.00","70.00","1"
"69.00","66.70","75.00","1"
"69.00","66.70","74.00","1"
"69.00","66.70","72.00","1"
"69.00","66.70","68.50","1"
"69.00","66.00","70.00","1"
"69.00","66.00","68.50","1"
"69.00","66.00","68.00","1"
"69.00","66.00","65.00","0"
"69.00","66.00","63.00","0"
"69.00","66.00","62.50","0"
"69.00","66.50","73.00","1"
"69.00","66.50","71.00","1"
"69.00","66.50","70.50","1"
"69.00","66.50","70.50","1"
"69.00","66.50","67.00","1"
"69.00","66.50","66.00","1"
"69.00","66.50","61.00","0"
"69.50","66.50","70.50","1"
"69.50","66.50","67.50","1"
"69.50","66.50","64.50","0"
"69.50","66.50","64.00","0"
"69.00","66.50","71.00","1"
"69.00","66.50","68.50","0"
"69.00","66.50","67.50","0"
"69.00","66.50","66.00","0"
"69.00","66.50","63.00","0"
"69.00","66.50","63.00","0"
"69.50","66.00","71.00","1"
"69.50","66.00","71.00","1"
"69.50","66.00","70.50","1"
"69.50","66.00","70.50","1"
"69.50","66.00","66.50","0"
"69.50","66.00","65.50","0"
"69.50","66.00","64.50","0"
"69.00","66.00","73.00","1"
"69.00","66.00","72.00","1"
"69.00","66.00","69.00","1"
"69.00","66.00","69.00","1"
"69.00","66.00","66.50","0"
"69.00","66.00","65.50","0"
"69.00","66.00","65.50","0"
"69.00","66.00","65.00","0"
"69.00","66.00","64.00","0"
"69.00","65.00","70.00","1"
"69.00","65.00","68.50","1"
"69.00","65.00","67.00","1"
"69.00","65.00","65.00","0"
"69.00","65.00","64.00","0"
"69.00","65.00","63.50","0"
"69.00","65.00","61.00","0"
"69.50","64.50","69.70","1"
"69.50","64.50","68.00","1"
"69.50","64.50","60.00","1"
"69.50","64.50","65.20","0"
"69.50","64.50","64.50","0"
"69.50","64.50","63.70","0"
"69.50","64.50","60.00","0"
"69.20","64.00","71.70","1"
"69.20","64.00","66.50","1"
"69.20","64.00","65.00","0"
"69.20","64.00","63.50","0"
"69.00","63.50","65.50","0"
"69.00","63.00","69.00","1"
"69.00","63.00","67.50","0"
"69.00","63.00","63.50","0"
"69.00","63.00","72.00","1"
"69.00","63.00","73.00","1"
"69.00","63.00","70.00","1"
"69.00","63.00","70.00","1"
"69.00","63.00","64.00","1"
"69.00","63.00","66.00","0"
"69.00","63.00","62.00","0"
"69.00","63.50","70.50","1"
"69.00","63.50","67.00","1"
"69.00","63.50","66.00","1"
"69.00","63.50","65.00","0"
"69.00","63.50","63.00","0"
"69.00","63.50","62.00","0"
"69.00","63.50","61.00","0"
"69.00","63.50","70.50","1"
"69.00","63.50","63.70","0"
"69.00","63.50","63.00","0"
"69.70","62.00","62.50","0"
"69.50","62.00","73.00","1"
"69.50","62.00","72.00","1"
"69.50","62.00","69.00","1"
"69.00","62.00","73.00","1"
"69.00","62.00","71.00","1"
"69.00","62.00","71.00","1"
"69.00","62.00","69.00","1"
"69.00","62.00","63.00","0"
"69.50","62.00","72.00","1"
"69.50","62.00","70.00","1"
"69.50","62.00","67.80","1"
"69.50","62.00","65.20","0"
"69.50","62.00","64.70","0"
"69.50","62.00","64.50","0"
"69.50","62.00","63.50","0"
"69.50","62.00","63.50","0"
"69.50","62.00","62.50","0"
"69.50","62.00","62.00","0"
"69.50","62.00","61.50","0"
"69.00","62.50","71.00","1"
"69.00","62.50","70.00","1"
"69.00","62.50","70.00","1"
"69.00","62.50","69.00","1"
"69.00","62.50","63.50","0"
"69.00","62.50","62.50","0"
"69.00","62.50","62.50","0"
"69.00","62.50","62.00","0"
"69.00","62.00","72.00","1"
"69.00","62.00","68.00","1"
"69.00","62.00","66.00","0"
"69.00","62.00","66.00","0"
"69.50","61.00","70.00","1"
"69.50","61.00","69.50","1"
"69.50","61.00","69.00","1"
"69.50","61.00","63.00","0"
"69.50","61.00","62.00","0"
"69.00","61.00","68.00","1"
"69.00","61.00","68.00","1"
"69.00","61.00","67.50","1"
"69.00","61.00","64.00","1"
"69.00","61.00","63.00","1"
"69.00","61.00","63.00","1"
"69.00","61.00","63.50","0"
"69.00","61.00","62.00","0"
"69.00","61.00","62.00","0"
"69.00","60.00","70.50","1"
"69.00","60.00","68.00","0"
"69.00","60.00","62.50","0"
"69.00","60.00","69.00","1"
"69.00","60.00","66.00","1"
"69.00","60.00","61.70","0"
"69.00","60.00","60.50","0"
"69.00","60.50","69.50","1"
"68.70","70.50","71.00","1"
"68.70","70.50","61.70","0"
"68.50","67.00","73.00","1"
"68.50","67.00","71.00","1"
"68.50","67.00","67.00","0"
"68.50","66.50","70.00","1"
"68.50","66.50","69.00","1"
"68.50","66.50","69.00","1"
"68.50","66.50","68.70","1"
"68.50","66.50","68.50","1"
"68.50","66.50","68.50","1"
"68.50","66.50","68.00","1"
"68.50","66.50","68.00","1"
"68.50","66.50","68.00","1"
"68.50","66.50","66.20","1"
"68.50","66.50","63.20","0"
"68.00","65.00","67.50","1"
"68.00","65.00","66.00","1"
"68.00","65.50","66.00","1"
"68.00","65.50","64.00","0"
"68.00","65.50","71.70","1"
"68.00","65.50","71.50","1"
"68.00","65.50","70.70","1"
"68.00","65.50","65.50","1"
"68.00","65.50","66.50","0"
"68.00","65.50","65.20","0"
"68.00","65.50","61.50","0"
"68.00","65.00","72.00","1"
"68.00","65.00","72.00","1"
"68.00","65.00","68.00","0"
"68.00","65.00","66.00","0"
"68.50","65.00","69.20","1"
"68.50","65.00","68.00","1"
"68.50","65.00","66.00","1"
"68.50","65.00","66.00","1"
"68.50","65.00","62.00","0"
"68.50","65.00","61.50","0"
"68.50","65.00","61.00","0"
"68.50","65.00","60.00","0"
"68.50","65.00","72.00","1"
"68.50","65.00","70.50","1"
"68.50","65.00","68.70","1"
"68.50","65.00","68.50","1"
"68.50","65.00","67.70","1"
"68.50","65.00","64.00","0"
"68.50","65.00","63.50","0"
"68.50","65.00","63.00","0"
"68.00","64.00","71.00","1"
"68.00","64.00","68.00","1"
"68.00","64.00","68.00","1"
"68.00","64.00","67.00","1"
"68.00","64.00","65.00","0"
"68.00","64.00","64.00","0"
"68.00","64.00","63.00","0"
"68.00","64.00","63.00","0"
"68.00","64.00","62.00","0"
"68.00","64.00","61.00","0"
"68.00","64.00","66.00","1"
"68.00","64.00","63.00","1"
"68.00","64.00","65.50","0"
"68.00","64.00","62.00","0"
"68.00","64.00","71.20","1"
"68.00","64.00","71.20","1"
"68.00","64.00","69.00","1"
"68.00","64.00","68.50","1"
"68.00","64.00","62.50","0"
"68.00","64.50","62.00","0"
"68.00","64.00","69.00","1"
"68.00","64.00","67.00","1"
"68.00","64.00","66.00","1"
"68.00","64.00","66.00","0"
"68.00","64.00","66.00","0"
"68.00","64.00","65.00","0"
"68.00","64.00","65.00","0"
"68.00","64.00","65.00","0"
"68.00","64.00","64.00","0"
"68.00","64.00","63.00","0"
"68.00","63.00","70.50","1"
"68.00","63.00","70.00","1"
"68.00","63.00","68.00","1"
"68.00","63.00","66.00","1"
"68.00","63.00","66.00","1"
"68.00","63.00","66.00","0"
"68.00","63.00","62.00","0"
"68.00","63.00","61.50","0"
"68.50","63.50","73.50","1"
"68.50","63.50","70.00","1"
"68.50","63.50","69.50","1"
"68.50","63.50","65.50","0"
"68.00","63.00","67.00","1"
"68.00","63.00","70.00","1"
"68.00","63.00","68.00","1"
"68.00","63.00","64.50","0"
"68.00","63.00","64.00","0"
"68.00","63.00","71.00","1"
"68.00","63.00","68.00","1"
"68.00","63.00","66.00","1"
"68.00","63.00","65.50","1"
"68.00","63.00","65.00","1"
"68.00","63.00","63.00","0"
"68.00","63.00","62.00","0"
"68.00","63.00","62.00","0"
"68.00","63.00","67.00","1"
"68.00","63.00","67.00","1"
"68.00","63.00","66.00","1"
"68.00","63.00","64.00","0"
"68.00","63.00","63.50","0"
"68.00","63.00","61.00","0"
"68.50","63.50","68.20","1"
"68.00","63.00","70.00","1"
"68.20","63.50","70.00","1"
"68.20","63.50","69.00","1"
"68.20","63.50","67.00","1"
"68.20","63.50","65.50","1"
"68.20","63.50","64.50","0"
"68.00","62.50","68.50","1"
"68.70","62.00","67.70","1"
"68.70","62.00","61.70","0"
"68.00","62.50","66.50","1"
"68.00","61.00","68.50","1"
"68.00","61.00","68.00","1"
"68.00","61.00","64.00","1"
"68.00","61.00","63.50","0"
"68.00","61.00","63.00","0"
"68.00","60.20","66.70","1"
"68.00","60.00","64.00","1"
"68.00","60.00","61.00","0"
"68.00","60.00","61.00","0"
"68.00","60.00","60.00","0"
"68.00","60.00","60.00","0"
"68.00","60.00","60.00","0"
"68.00","60.00","56.00","0"
"68.00","60.00","67.50","1"
"68.00","60.00","67.00","1"
"68.00","60.00","66.50","1"
"68.00","60.00","60.00","0"
"68.50","59.00","69.00","1"
"68.00","59.00","68.00","1"
"68.00","59.00","65.00","1"
"68.00","59.00","64.70","1"
"68.00","59.00","64.00","1"
"68.00","59.00","64.00","1"
"68.00","59.00","63.00","1"
"68.00","59.00","65.00","0"
"68.00","59.00","65.00","0"
"68.00","59.00","62.00","0"
"68.00","59.00","61.00","0"
"67.00","66.20","72.70","1"
"67.00","66.20","72.70","1"
"67.00","66.20","71.50","1"
"67.00","66.20","65.50","0"
"67.00","66.20","63.50","0"
"67.00","66.50","71.00","1"
"67.00","66.00","73.00","1"
"67.00","66.00","71.00","1"
"67.00","66.00","70.70","1"
"67.00","66.00","70.00","1"
"67.00","66.00","69.00","1"
"67.00","66.00","68.00","0"
"67.00","66.00","65.50","0"
"67.00","66.00","62.00","0"
"67.00","65.00","69.70","1"
"67.00","65.00","67.50","1"
"67.00","65.00","65.50","0"
"67.00","65.00","65.00","0"
"67.00","65.00","64.50","0"
"67.00","65.00","63.50","0"
"67.00","65.50","70.00","1"
"67.00","65.50","69.00","1"
"67.00","65.50","65.50","0"
"67.00","65.50","65.50","0"
"67.00","65.50","63.00","0"
"67.00","65.50","70.00","1"
"67.00","65.50","67.70","1"
"67.00","65.50","63.00","0"
"67.00","65.50","60.00","0"
"67.00","65.00","65.00","1"
"67.00","65.00","62.00","0"
"67.00","65.00","62.00","0"
"67.50","65.00","71.00","1"
"67.50","65.00","69.00","1"
"67.50","65.00","64.00","0"
"67.50","65.00","64.00","0"
"67.50","65.00","63.00","0"
"67.50","65.00","63.00","0"
"67.50","65.00","63.00","0"
"67.50","65.00","63.00","0"
"67.50","65.00","63.00","0"
"67.50","65.00","62.50","0"
"67.50","65.00","62.00","0"
"67.00","64.00","71.50","1"
"67.00","64.00","70.00","1"
"67.00","64.00","67.00","1"
"67.00","64.00","67.00","1"
"67.00","63.50","71.00","1"
"67.00","63.50","70.20","1"
"67.00","63.50","69.20","1"
"67.00","63.50","68.50","1"
"67.00","63.50","68.00","1"
"67.00","63.50","67.00","1"
"67.00","63.50","65.50","1"
"67.00","63.50","63.50","0"
"67.00","63.00","69.00","1"
"67.00","63.00","68.00","1"
"67.00","63.00","63.00","0"
"67.50","62.00","70.00","1"
"67.50","62.00","69.50","1"
"67.50","62.00","69.00","1"
"67.50","62.00","68.50","1"
"67.50","62.00","66.00","0"
"67.00","61.00","67.00","1"
"66.00","67.00","70.50","1"
"66.00","67.00","70.50","1"
"66.00","67.00","67.00","1"
"66.00","67.00","66.00","1"
"66.00","67.00","66.00","1"
"66.00","67.00","62.00","0"
"66.00","67.00","62.00","0"
"66.00","67.00","61.50","0"
"66.00","67.00","72.00","1"
"66.00","67.00","65.00","1"
"66.00","67.00","65.00","1"
"66.00","67.00","67.00","0"
"66.00","67.00","64.00","0"
"66.00","67.00","64.00","0"
"66.00","67.00","62.00","0"
"66.00","67.00","60.00","0"
"66.00","67.00","60.00","0"
"66.00","66.00","66.00","1"
"66.00","66.00","65.00","1"
"66.00","66.00","67.00","0"
"66.00","66.00","66.50","0"
"66.00","66.00","65.50","0"
"66.00","66.00","72.00","1"
"66.00","66.00","68.00","1"
"66.00","66.00","66.00","0"
"66.00","66.00","65.00","0"
"66.00","66.00","62.00","0"
"66.00","66.00","61.00","0"
"66.50","65.00","68.70","1"
"66.50","65.00","68.50","1"
"66.50","65.00","66.50","1"
"66.50","65.00","64.50","1"
"66.50","65.00","62.50","0"
"66.50","65.00","60.50","0"
"66.50","65.00","60.50","0"
"66.50","65.00","57.50","0"
"66.00","65.50","72.00","1"
"66.00","65.50","71.00","1"
"66.00","65.50","67.00","1"
"66.00","65.50","66.00","0"
"66.00","65.50","65.00","0"
"66.00","63.00","70.00","1"
"66.00","63.50","64.50","0"
"66.00","63.50","62.00","0"
"66.50","63.00","67.20","1"
"66.50","63.00","67.00","1"
"66.50","63.00","65.00","1"
"66.50","63.00","65.00","0"
"66.50","63.00","65.00","0"
"66.50","63.00","63.00","0"
"66.50","62.50","70.00","1"
"66.50","62.50","68.00","1"
"66.50","62.50","63.50","0"
"66.50","62.50","62.50","0"
"66.50","62.50","62.50","0"
"66.50","62.50","62.50","0"
"66.50","62.50","62.50","0"
"66.00","61.50","70.00","1"
"66.00","60.00","68.00","1"
"66.00","60.00","67.00","1"
"66.00","60.00","65.00","1"
"66.00","60.00","60.00","0"
"66.00","60.00","65.00","1"
"66.00","59.00","68.00","1"
"66.00","59.00","67.00","1"
"66.00","59.00","66.50","1"
"66.00","59.00","66.00","1"
"66.00","59.00","65.70","1"
"66.00","59.00","65.50","1"
"66.00","59.00","65.00","1"
"66.00","59.00","65.00","0"
"66.00","59.00","64.00","0"
"66.00","59.00","63.00","0"
"66.00","59.00","62.00","0"
"66.00","59.00","61.00","0"
"66.00","59.00","60.00","0"
"66.00","59.00","58.00","0"
"66.00","59.00","57.00","0"
"65.00","67.00","66.50","1"
"65.00","67.00","66.00","1"
"65.00","67.00","66.00","1"
"65.00","67.00","65.00","0"
"65.00","67.00","63.00","0"
"65.00","66.00","63.00","1"
"65.00","66.00","63.00","0"
"65.00","66.00","63.00","0"
"65.00","66.00","60.00","0"
"65.00","66.00","67.00","1"
"65.00","66.00","66.00","1"
"65.00","66.00","65.00","1"
"65.00","66.00","65.00","0"
