Product_ID,Sales,Inventory_Levels,Lead_Time_Days,Price,Seasonality_Index
53,245.5342325,587.3817582,4.935042064,19.96009398,1.239728522
54,635.0439229,736.9744578,6.695404043,24.84520276,0.675798343
55,808.1911887,318.1915022,5.718632727,11.49911994,0.860434142
56,118.1184614,823.9608891,7.089636394,21.02207186,1.107517061
57,1467.561571,220.7773324,8.066547206,16.04914935,1.110600334
58,376.077244,424.4241119,5.696385244,24.59015734,1.449887517
59,130.3113151,584.0978779,6.271787557,23.43533535,0.818477293
60,112.0807078,259.2174476,8.932081596,23.61674109,1.23363368
61,104.9671527,360.9424862,9.714649324,28.22690916,1.074454922
62,1046.723414,337.1116206,7.98703207,25.63173766,0.671952827
63,514.6812871,453.4668489,6.724073803,19.21289333,0.890436953
64,1053.259588,713.2374285,6.533806158,19.99366073,1.052505602
65,443.4224891,502.5237599,8.096252657,23.0046919,0.659126658
66,1033.237234,430.5404084,7.455534003,20.68087337,0.585218799
67,434.8390602,67.35134492,3.702048324,23.52586661,0.647751484
68,722.5606006,570.0132807,8.144770465,8.848397876,1.051826731
69,467.1668938,618.5023113,5.278860421,29.40401759,0.903066548
70,414.4215744,244.9970348,4.166127183,20.30514292,0.876008861
71,227.6404329,489.954146,3.663310224,11.88767335,0.882875633
72,794.1887751,528.9512285,6.567791258,15.43103324,0.715175518
73,183.7061286,644.6902636,4.966951276,9.353364744,0.908719363
74,793.2576756,391.2847313,2.347276881,14.5488246,0.63592039
75,532.4310911,368.6959458,6.283088986,19.28875786,1.237528228
76,808.2423612,431.5254052,6.01885833,27.57357306,1.338465944
77,567.3627744,692.6655579,6.700197771,22.05337293,0.534787257
78,1111.045726,656.5768163,5.742204092,21.16430306,0.906174068
79,673.0150671,496.7982047,10.65865933,14.32447739,0.919197714
80,540.928315,652.9664791,8.034674589,15.87757347,0.965103099
81,32.60774122,144.696319,6.000773353,16.26536153,1.200306085
82,1141.690081,618.7481309,6.872746325,16.46935694,0.906757844
83,103.6794322,332.1850756,9.829285335,18.24231562,0.982349707
84,143.0634606,765.0536742,8.913245623,18.61994469,1.595810993
85,862.2194125,340.3632932,4.207576371,18.30460813,0.977741418
86,500.4300029,372.0856752,5.051418878,16.64337885,1.353247972
87,108.6649634,584.3635595,5.436306252,20.67526583,1.100397531
88,301.4504773,598.8431202,6.120600098,18.42792608,0.889258201
89,1101.134323,433.0501882,5.809153594,12.02216377,0.855853203
90,554.7917648,555.7106052,7.06801851,20.17190911,0.998545481
91,509.8962579,574.3069723,8.471442622,19.41618001,0.774705375
92,270.6532765,558.9671984,8.805320579,12.10186274,0.827226807
93,883.6659407,439.3167624,6.346405314,17.04349277,0.91538788
94,453.8096527,575.7816536,3.730612962,22.98536281,1.058668708
95,771.5717515,710.9555608,4.919180116,14.31775031,1.365199442
96,246.7082613,316.1767281,5.960450421,13.78910465,0.903009115
97,1838.916631,373.9909947,4.509931081,18.37558189,1.092303609
98,1239.056701,504.0883449,9.281717973,23.11466135,0.674420431
99,550.3636901,341.5663939,4.640917883,29.05163795,1.212057728
100,642.6432283,229.4894399,8.234126089,23.29467677,0.655663485
101,303.9131909,663.9684464,3.63623929,25.4241387,1.159677294
102,815.4484268,165.6817601,8.314402203,21.73348814,0.983815009
103,43.73733487,439.6425954,6.721462587,16.5744201,0.975869411
104,1452.562518,613.841648,10.0250614,23.25855538,0.939947056
105,782.2264726,540.0049684,4.736874787,19.57195976,0.739749475
106,204.4274987,441.9125951,5.871770399,21.88516919,0.750345898
107,1428.993291,335.3840635,6.259134797,15.26985087,1.167304031
108,1735.775679,551.580172,6.69499986,22.332229,1.002387356
109,668.1349153,351.7408342,6.308038338,19.39745902,0.938488653
110,250.4591783,539.8898879,6.346642868,21.15628874,1.08867959
111,516.0181605,521.1376472,6.313874913,19.57463413,1.020262057
112,738.5346874,522.6549364,2.857640235,18.61398442,0.84141369
113,628.2991329,403.9521861,8.986669003,22.4234539,1.492199245
114,204.4561055,805.2513664,12.72227314,17.96954436,1.148151276
115,729.0440449,553.7309951,7.596542209,12.05655935,1.025413715
116,1092.458696,458.1936614,4.728498304,10.63014962,0.89727774
117,161.1799675,539.640586,4.930922738,20.92208285,1.190551938
118,180.7348621,383.8307534,8.226348004,17.76391093,0.842486426
119,293.2872954,442.0543252,7.770938952,11.35450411,0.825645052
120,421.5614511,858.7879898,6.431419779,20.53267484,1.338665127
121,899.36082,384.892879,8.506808742,19.53062723,1.006135035
122,1084.275225,488.334095,2.872229906,17.50193203,0.847330163
123,240.8200207,431.5842725,8.508124254,21.23404659,1.00113714
124,581.361666,344.0549086,7.475522329,26.57547005,1.170037311
125,1054.771346,563.1627485,5.008104018,26.42295359,1.124250891
126,1907.357182,505.4708265,4.133352143,20.71882322,1.194852453
127,579.1047411,636.6540963,7.242654565,19.57644784,0.750088819
128,602.9681079,621.586688,9.814476274,20.78867604,1.189829832
129,671.1063712,635.1061579,6.543813536,21.54503466,0.964188245
130,386.7527902,362.2694941,5.294629968,18.65850911,1.017820153
131,546.5233546,596.1441199,7.38257652,20.8727153,1.241898899
132,59.72789429,599.7907259,10.64174362,12.13185214,1.140545135
133,305.3398477,346.8405503,7.862599626,20.40674442,1.070210496
134,720.9599349,452.2075637,8.078803976,22.38406798,0.603200663
135,228.2750667,281.5831855,9.445597272,17.55079029,0.990899629
136,913.982795,600.4433949,7.945114799,19.52263678,0.843064922
137,88.92270571,599.7533704,5.438060586,14.4424731,1.142209061
138,889.7022166,714.5544199,3.510870096,13.74843209,1.198191637
139,888.0390805,465.6802238,5.15669376,21.05407539,0.939593795
140,1929.618158,567.720438,4.79054739,16.35218492,0.866591705
141,374.377682,648.1602652,8.318616239,11.11587169,1.311260159
142,500.7660195,386.9162707,8.596696103,14.4411085,0.879370487
143,1359.648674,364.1052288,7.351144123,15.16810453,0.761092499
144,1245.523124,391.5672198,4.462616046,23.87290249,0.833465769
145,1008.240293,447.6056798,10.57319405,20.89557006,0.889000122
146,644.1370696,369.4168467,6.167579572,15.64198901,0.827727389
147,1335.199579,398.0258435,8.206962021,17.06117048,1.169078277
148,2379.991617,632.1372754,7.098649673,26.56042208,0.560417311
149,769.2564859,485.5480053,7.417326966,24.68051218,0.823487918
150,519.3490763,546.004756,8.136368007,14.40969786,0.990500511
151,835.2407506,417.3924818,5.607959677,25.8176293,1.042049244
152,573.0340242,407.5451856,9.610804853,19.59685596,1.338366968
153,401.5676535,542.8333834,3.840989166,23.99805813,1.309047543
154,916.674344,518.9093492,4.922887388,19.18346022,0.679852569
155,331.0527759,616.6980017,9.584858749,25.92914599,0.618390412
156,758.1368833,695.2389497,8.180009522,14.20189694,1.004994252
157,113.7656242,396.2881694,12.0807822,18.72274784,0.865362953
158,1495.577179,629.1776807,7.136700887,26.08229889,0.761594732
159,256.9375655,338.0290748,10.40085859,8.036959259,1.003224179
160,140.4410201,811.0668024,3.285042435,19.76969298,1.046139464
161,1216.904318,382.054392,4.172970054,18.0322684,0.832206312
162,1371.579466,603.5945855,8.791051075,23.42330615,0.875183051
163,634.5558081,336.9139492,3.519264349,25.34956718,0.847591695
164,464.0606346,477.1863671,6.605264786,23.6514191,0.917701752
165,381.7885739,731.8599713,9.334418167,21.20500127,1.10828882
166,609.4873066,377.3443772,8.002342529,20.20282274,0.784418828
167,484.5408614,830.6279252,7.022190441,18.28644689,0.871863001
168,439.5953066,499.2086604,6.101785062,21.04986311,0.920143571
169,232.795281,646.3568807,7.404451749,27.29827415,0.998649519
170,175.0456471,560.441686,8.154496745,15.84743851,1.055196899
171,534.6493655,568.5560098,5.678211326,17.98959262,1.408451568
172,595.7969771,286.0829424,7.743472056,19.62245014,1.114425144
173,270.2698346,429.0720811,9.156861488,25.0046634,1.119186269
174,305.133312,679.3964694,6.555043733,21.1165117,0.946677397
175,594.7388875,448.3518197,7.1362457,24.91740948,0.804026841
176,227.2191131,520.8248124,7.967557668,25.17054995,0.894357197
177,1034.940908,267.8866807,8.102668432,22.96018413,0.857933502
178,736.7477104,419.3634588,8.756907146,14.68003192,1.078446135
179,268.0459546,668.4558946,4.971250088,28.30546956,0.669743715
180,710.1821336,307.6055852,5.942154995,27.06190336,1.118506744
181,232.3776946,607.5618555,6.016242616,20.31770025,0.976552082
182,890.907342,526.6667208,5.19217567,13.09114879,1.146669647
183,240.8461461,464.6066771,3.403172157,12.19750921,0.855218362
184,456.9625232,458.0113187,0.491042117,21.27157813,0.819726057
185,559.4365608,426.3455453,9.390905424,16.49124779,0.918666256
186,1357.733949,439.7043542,3.892213991,11.41405433,0.913870149
187,255.1338971,639.4610337,10.13301825,12.1031715,1.161269682
188,245.8364502,435.1934279,8.478818977,17.65008713,1.159360967
189,121.6644252,771.1385483,6.18862324,20.97464787,1.381004617
190,1629.029192,544.9298755,8.23284421,27.02856526,0.900901571
191,513.6024219,413.5607106,7.850266493,22.42110387,0.330489881
192,1052.050577,646.0048929,4.796451274,18.09297735,0.918115485
193,309.8026709,593.5843915,6.970044453,21.89974779,1.046131585
194,334.9207796,251.873534,5.040322455,21.45283793,1.142906138
195,482.421953,344.8292964,8.308256004,23.69772604,1.060720854
196,493.6104945,482.6869548,5.569558096,19.80028943,0.900744493
197,814.08977,262.4588098,6.806740928,25.18098876,1.342832871
198,525.0585151,813.5794853,6.720402162,24.122259,0.79325284
199,369.3903011,623.3348273,7.243158001,20.41350002,0.94507103
200,1649.189739,498.0000729,10.32511016,19.40387822,0.784018032
